Address,Case Number,Crime Against,Neighborhood,Number of Records,Occur Date,Occur Month Year,Occur Time,Offense Category,Offense Count,Offense Type,Open Data Lat,Open Data Lon,Open Data X,Open Data Y,Report Date,Report Month Year
SW 5TH AVE / SW OAK ST,17-901468,Property,Downtown,1,2/1/17,2/1/17,2000,Larceny Offenses,1,Theft From Motor Vehicle,45.5215,-122.676,7644414,683727,2/2/17,2/1/17
600 BLOCK OF SW ALDER ST,17-901444,Property,Downtown,1,2/1/17,2/1/17,1715,Larceny Offenses,1,Theft From Motor Vehicle,45.5199,-122.679,7643734,683178,2/2/17,2/1/17
SW JEFFERSON ST / SW 14TH AVE,17-32444,Property,Goose Hollow,1,2/1/17,2/1/17,2100,Larceny Offenses,1,Theft From Motor Vehicle,45.5171,-122.688,7641233,682214,2/2/17,2/1/17
1500 BLOCK OF SW MARKET ST,17-32544,Property,Goose Hollow,1,2/1/17,2/1/17,2200,Larceny Offenses,1,Theft From Motor Vehicle,45.5156,-122.691,7640452,681694,2/2/17,2/1/17
900 BLOCK OF SW 20TH AVE,17-901424,Property,Goose Hollow,1,2/1/17,2/1/17,2000,Larceny Offenses,1,Theft From Motor Vehicle,45.5209,-122.693,7640002,683653,2/2/17,2/1/17
300 BLOCK OF SE 139TH AVE,17-901423,Property,Hazelwood,1,2/1/17,2/1/17,1700,Larceny Offenses,1,Theft From Motor Vehicle,45.5202,-122.521,7684137,682239,2/2/17,2/1/17
7000 BLOCK OF SE 92ND AVE,17-901420,Property,Lents,1,2/1/17,2/1/17,2100,Larceny Offenses,1,Theft From Motor Vehicle,45.4717,-122.569,7671511,664846,2/2/17,2/1/17
7900 BLOCK OF SE 92ND AVE,17-32527,Property,Lents,1,2/1/17,2/1/17,2200,Larceny Offenses,1,Theft From Motor Vehicle,45.4656,-122.569,7671428,662649,2/2/17,2/1/17
1900 BLOCK OF NW RALEIGH ST,17-901433,Property,Northwest,1,2/1/17,2/1/17,2230,Larceny Offenses,1,Theft From Motor Vehicle,45.5342,-122.692,7640560,688488,2/2/17,2/1/17
600 BLOCK OF NW NAITO PKWY,17-32636,Property,Old Town/Chinatown,1,2/1/17,2/1/17,1800,Larceny Offenses,1,Theft From Motor Vehicle,45.5278,-122.673,7645279,686027,2/2/17,2/1/17
900 BLOCK OF NW NAITO PKWY,17-32570,Property,Old Town/Chinatown,1,2/1/17,2/1/17,2200,Larceny Offenses,1,Theft From Motor Vehicle,45.5301,-122.676,7644640,686862,2/2/17,2/1/17
1400 BLOCK OF NW PETTYGROVE ST,17-32505,Property,Pearl,1,2/1/17,2/1/17,2200,Larceny Offenses,1,Theft From Motor Vehicle,45.5328,-122.686,7641989,687935,2/2/17,2/1/17
14700 BLOCK OF SE FOSTER RD,17-32642,Property,Pleasant Valley,1,2/1/17,2/1/17,2100,Larceny Offenses,1,Theft From Motor Vehicle,45.4773,-122.511,7686202,666527,2/2/17,2/1/17
2000 BLOCK OF NE 56TH AVE,17-901459,Property,Rose City Park,1,2/1/17,2/1/17,2200,Larceny Offenses,1,Theft From Motor Vehicle,45.5375,-122.606,7662559,689075,2/2/17,2/1/17
NE 102ND AVE / NE HALSEY ST,17-32989,Property,Woodland Park,1,2/1/17,2/1/17,2030,Larceny Offenses,1,Theft From Motor Vehicle,45.5335,-122.558,7674780,687331,2/2/17,2/1/17
5900 BLOCK OF SE 97TH AVE,17-901463,Property,Lents,1,2/1/17,2/1/17,250,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories,45.4796,-122.563,7672911,667719,2/2/17,2/1/17
13100 BLOCK OF NE BEECH ST,17-32552,Property,Argay,1,2/1/17,2/1/17,700,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5498,-122.527,7682766,693066,2/2/17,2/1/17
3100 BLOCK OF SE 166TH AVE,17-33050,Property,Centennial,1,2/1/17,2/1/17,1730,Motor Vehicle Theft,1,Motor Vehicle Theft,45.4995,-122.492,7691503,674506,2/2/17,2/1/17
2900 BLOCK OF NE HOYT ST,17-32777,Property,Kerns,1,2/1/17,2/1/17,1900,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5271,-122.635,7654958,685510,2/2/17,2/1/17
0 BLOCK OF NE 75TH AVE,17-32685,Property,Montavilla,1,2/1/17,2/1/17,2215,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5231,-122.586,7667579,683720,2/2/17,2/1/17
5400 BLOCK OF NE ALAMEDA ST,17-33018,Property,Rose City Park,1,2/1/17,2/1/17,2000,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5424,-122.607,7662285,690899,2/2/17,2/1/17
2500 BLOCK OF SE 70TH AVE,17-32513,Property,South Tabor,1,2/1/17,2/1/17,2200,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5042,-122.592,7665892,676847,2/2/17,2/1/17
0 BLOCK OF NE 75TH AVE,17-32685,Property,Montavilla,1,2/1/17,2/1/17,2215,Stolen Property Offenses,1,Stolen Property Offenses,45.5231,-122.586,7667579,683720,2/2/17,2/1/17
10300 BLOCK OF SE HOLGATE BLVD,17-901488,Property,Lents,1,2/1/17,2/1/17,1800,Vandalism,1,Vandalism,45.4898,-122.556,7674783,671361,2/2/17,2/1/17
6700 BLOCK OF SE WOODSTOCK BLVD,17-32827,Property,Mt Scott-Arleta,1,2/1/17,2/1/17,2100,Vandalism,1,Vandalism,45.4792,-122.594,7665110,667760,2/2/17,2/1/17
1400 BLOCK OF NW PETTYGROVE ST,17-32505,Property,Pearl,1,2/1/17,2/1/17,2200,Vandalism,1,Vandalism,45.5328,-122.686,7641989,687935,2/2/17,2/1/17
6200 BLOCK OF NE 78TH CT,17-33004,Society,Cully,1,2/1/17,2/1/17,1400,Prostitution Offenses,1,Prostitution,45.5689,-122.582,7669070,700375,2/2/17,2/1/17
SE GRAND AVE / SE TAYLOR ST,17-32801,Person,Buckman West,1,2/2/17,2/1/17,1253,Assault Offenses,1,Aggravated Assault,45.5151,-122.661,7648291,681294,2/2/17,2/1/17
3000 BLOCK OF SE 136TH AVE,17-32455,Person,Powellhurst-Gilbert,1,2/2/17,2/1/17,342,Assault Offenses,1,Aggravated Assault,45.5,-122.524,7683298,674897,2/2/17,2/1/17
6900 BLOCK OF SE 77TH AVE,17-32792,Person,Brentwood-Darlington,1,2/2/17,2/1/17,1244,Assault Offenses,1,Intimidation,45.4726,-122.584,7667540,665291,2/2/17,2/1/17
1700 BLOCK OF SE TAYLOR ST,17-32934,Person,Buckman East,1,2/2/17,2/1/17,1442,Assault Offenses,1,Intimidation,45.515,-122.648,7651536,681176,2/2/17,2/1/17
100 BLOCK OF SW MAIN ST,17-33184,Person,Downtown,1,2/2/17,2/1/17,1855,Assault Offenses,1,Intimidation,45.5152,-122.676,7644516,681451,2/2/17,2/1/17
100 BLOCK OF SW MAIN ST,17-33184,Person,Downtown,1,2/2/17,2/1/17,1855,Assault Offenses,1,Intimidation,45.5152,-122.676,7644516,681451,2/2/17,2/1/17
100 BLOCK OF SW MAIN ST,17-33184,Person,Downtown,1,2/2/17,2/1/17,1855,Assault Offenses,1,Intimidation,45.5152,-122.676,7644516,681451,2/2/17,2/1/17
4200 BLOCK OF SE 82ND AVE,17-33290,Person,Lents,1,2/2/17,2/1/17,2050,Assault Offenses,1,Intimidation,45.4918,-122.579,7669094,672235,2/2/17,2/1/17
NULL,17-X4766416,Person,Centennial,1,2/2/17,2/1/17,2001,Assault Offenses,1,Simple Assault,NULL,NULL,NULL,NULL,2/2/17,2/1/17
SW 2ND AVE / SW MAIN ST,17-33079,Person,Downtown,1,2/2/17,2/1/17,1650,Assault Offenses,1,Simple Assault,45.5153,-122.676,7644390,681485,2/2/17,2/1/17
900 BLOCK OF SW SALMON ST,17-33226,Person,Downtown,1,2/2/17,2/1/17,1935,Assault Offenses,1,Simple Assault,45.5179,-122.683,7642705,682476,2/2/17,2/1/17
NULL,17-X4765689,Person,Madison South,1,2/2/17,2/1/17,318,Assault Offenses,1,Simple Assault,NULL,NULL,NULL,NULL,2/2/17,2/1/17
NULL,17-X4766946,Person,Montavilla,1,2/2/17,2/1/17,2258,Assault Offenses,1,Simple Assault,NULL,NULL,NULL,NULL,2/2/17,2/1/17
NULL,17-X4765682,Person,Portsmouth,1,2/2/17,2/1/17,111,Assault Offenses,1,Simple Assault,NULL,NULL,NULL,NULL,2/2/17,2/1/17
9000 BLOCK OF N MOHAWK AVE,17-33230,Person,St Johns,1,2/2/17,2/1/17,1740,Assault Offenses,1,Simple Assault,45.5921,-122.747,7627012,709972,2/2/17,2/1/17
NULL,17-X4767170,Person,NULL,1,2/2/17,2/1/17,1955,Sex Offenses,1,Sodomy,NULL,NULL,NULL,NULL,2/2/17,2/1/17
600 BLOCK OF NE 162ND AVE,17-32675,Property,NULL,1,2/2/17,2/1/17,113,Arson,1,Arson,45.5272,-122.496,7690518,684632,2/2/17,2/1/17
1400 BLOCK OF NE 7TH AVE,17-32453,Property,Lloyd,1,2/2/17,2/1/17,338,Burglary,1,Burglary,45.5333,-122.659,7649007,687910,2/2/17,2/1/17
1900 BLOCK OF NE 77TH AVE,17-33442,Property,Madison South,1,2/2/17,2/1/17,2230,Burglary,1,Burglary,45.5362,-122.584,7668112,688469,2/2/17,2/1/17
600 BLOCK OF NE 162ND AVE,17-32675,Property,NULL,1,2/2/17,2/1/17,113,Burglary,1,Burglary,45.5272,-122.496,7690518,684632,2/2/17,2/1/17
11300 BLOCK OF NE SANDY BLVD,17-32998,Property,Parkrose,1,2/2/17,2/1/17,1030,Burglary,1,Burglary,45.5581,-122.546,7678148,696203,2/2/17,2/1/17
9400 BLOCK OF N RAMSEY BLVD,17-32491,Property,St Johns,1,2/2/17,2/1/17,549,Burglary,1,Burglary,45.6238,-122.774,7620456,721703,2/2/17,2/1/17
200 BLOCK OF NW MACLEAY BLVD,17-32892,Property,Hillside,1,2/2/17,2/1/17,1000,Fraud Offenses,1,False Pretenses/Swindle/Confidence Game,45.5259,-122.704,7637199,685529,2/2/17,2/1/17
9700 BLOCK OF SE WASHINGTON ST,17-32901,Property,Hazelwood,1,2/2/17,2/1/17,1410,Fraud Offenses,1,Identity Theft,45.5183,-122.563,7673388,681801,2/2/17,2/1/17
1700 BLOCK OF NE 9TH AVE,17-33002,Property,Irvington,1,2/2/17,2/1/17,1240,Fraud Offenses,1,Identity Theft,45.5354,-122.657,7649578,688673,2/2/17,2/1/17
4800 BLOCK OF SE 99TH AVE,17-901458,Property,Lents,1,2/2/17,2/1/17,1705,Fraud Offenses,1,Identity Theft,45.4868,-122.562,7673266,670324,2/2/17,2/1/17
1600 BLOCK OF NW 13TH AVE,17-32959,Property,Pearl,1,2/2/17,2/1/17,1509,Fraud Offenses,1,Identity Theft,45.5346,-122.685,7642396,688579,2/2/17,2/1/17
3100 BLOCK OF SE 73RD AVE,17-32609,Property,South Tabor,1,2/2/17,2/1/17,928,Fraud Offenses,1,Identity Theft,45.4997,-122.589,7666646,675202,2/2/17,2/1/17
NULL,17-X4770871,Property,West Portland Park,1,2/2/17,2/1/17,159,Fraud Offenses,1,Identity Theft,NULL,NULL,NULL,NULL,2/2/17,2/1/17
4900 BLOCK OF SE CESAR E CHAVEZ BLVD,17-901443,Property,Woodstock,1,2/2/17,2/1/17,1155,Fraud Offenses,1,Identity Theft,45.4871,-122.623,7657803,670816,2/2/17,2/1/17
3000 BLOCK OF N MORGAN ST,17-32874,Property,Arbor Lodge,1,2/2/17,2/1/17,1050,Larceny Offenses,1,All Other Larceny,45.5746,-122.698,7639376,703235,2/2/17,2/1/17
700 BLOCK OF SW 5TH AVE,17-32733,Property,Downtown,1,2/2/17,2/1/17,1125,Larceny Offenses,1,All Other Larceny,45.5185,-122.678,7643982,682636,2/2/17,2/1/17
200 BLOCK OF SE 97TH AVE,17-32701,Property,Hazelwood,1,2/2/17,2/1/17,1053,Larceny Offenses,1,All Other Larceny,45.5208,-122.564,7673216,682713,2/2/17,2/1/17
5400 BLOCK OF SE 82ND AVE,17-32880,Property,Lents,1,2/2/17,2/1/17,1356,Larceny Offenses,1,All Other Larceny,45.4832,-122.579,7668973,669109,2/2/17,2/1/17
8500 BLOCK OF NE BROADWAY,17-901437,Property,Madison South,1,2/2/17,2/1/17,325,Larceny Offenses,1,All Other Larceny,45.535,-122.575,7670459,687978,2/2/17,2/1/17
10200 BLOCK OF NE CASCADES PKWY,17-33111,Property,NULL,1,2/2/17,2/1/17,1828,Larceny Offenses,1,All Other Larceny,45.5718,-122.556,7675709,701250,2/2/17,2/1/17
NW 8TH AVE / NW COUCH ST,17-33024,Property,Pearl,1,2/2/17,2/1/17,1629,Larceny Offenses,1,All Other Larceny,45.5237,-122.678,7643835,684567,2/2/17,2/1/17
7900 BLOCK OF NE 21ST AVE,17-32715,Property,Sunderland,1,2/2/17,2/1/17,600,Larceny Offenses,1,All Other Larceny,45.5803,-122.644,7653224,704939,2/2/17,2/1/17
NULL,17-X4770871,Property,West Portland Park,1,2/2/17,2/1/17,159,Larceny Offenses,1,All Other Larceny,NULL,NULL,NULL,NULL,2/2/17,2/1/17
16500 BLOCK OF NE SANDY BLVD,17-32656,Property,Wilkes,1,2/2/17,2/1/17,550,Larceny Offenses,1,All Other Larceny,45.5489,-122.493,7691710,692515,2/2/17,2/1/17
7400 BLOCK OF N INTERSTATE AVE,17-32511,Property,Arbor Lodge,1,2/2/17,2/1/17,1400,Larceny Offenses,1,Shoplifting,45.5768,-122.682,7643470,703944,2/2/17,2/1/17
7400 BLOCK OF N INTERSTATE AVE,17-33103,Property,Arbor Lodge,1,2/2/17,2/1/17,1735,Larceny Offenses,1,Shoplifting,45.5768,-122.682,7643470,703944,2/2/17,2/1/17
600 BLOCK OF SW 5TH AVE,17-32681,Property,Downtown,1,2/2/17,2/1/17,1033,Larceny Offenses,1,Shoplifting,45.5191,-122.677,7644083,682878,2/2/17,2/1/17
5200 BLOCK OF SE 82ND AVE,17-32532,Property,Foster-Powell,1,2/2/17,2/1/17,1251,Larceny Offenses,1,Shoplifting,45.4848,-122.579,7668960,669705,2/2/17,2/1/17
1500 BLOCK OF N TOMAHAWK ISLAND DR,17-33273,Property,Hayden Island,1,2/2/17,2/1/17,2012,Larceny Offenses,1,Shoplifting,45.6124,-122.683,7643472,716920,2/2/17,2/1/17
1800 BLOCK OF N TOMAHAWK ISLAND DR,17-33162,Property,Hayden Island,1,2/2/17,2/1/17,1834,Larceny Offenses,1,Shoplifting,45.6134,-122.686,7642920,717295,2/2/17,2/1/17
10100 BLOCK OF SE WASHINGTON ST,17-32856,Property,Hazelwood,1,2/2/17,2/1/17,1336,Larceny Offenses,1,Shoplifting,45.5183,-122.559,7674423,681781,2/2/17,2/1/17
10100 BLOCK OF SE WASHINGTON ST,17-32936,Property,Hazelwood,1,2/2/17,2/1/17,1446,Larceny Offenses,1,Shoplifting,45.5183,-122.559,7674423,681781,2/2/17,2/1/17
10000 BLOCK OF NE HALSEY ST,17-33286,Property,Hazelwood,1,2/2/17,2/1/17,2044,Larceny Offenses,1,Shoplifting,45.5335,-122.56,7674179,687330,2/2/17,2/1/17
1900 BLOCK OF SE 6TH AVE,17-33076,Property,Hosford-Abernethy,1,2/2/17,2/1/17,1709,Larceny Offenses,1,Shoplifting,45.509,-122.66,7648466,679077,2/2/17,2/1/17
1300 BLOCK OF SE TACOMA ST,17-32821,Property,Sellwood-Moreland,1,2/2/17,2/1/17,1232,Larceny Offenses,1,Shoplifting,45.4644,-122.653,7649913,662751,2/2/17,2/1/17
900 BLOCK OF SW 2ND AVE,17-901451,Property,Downtown,1,2/2/17,2/1/17,1345,Larceny Offenses,1,Theft From Building,45.5163,-122.675,7644552,681839,2/2/17,2/1/17
3500 BLOCK OF SE 92ND AVE,17-901460,Property,Lents,1,2/2/17,2/1/17,1345,Larceny Offenses,1,Theft From Building,45.4964,-122.568,7671773,673853,2/2/17,2/1/17
8200 BLOCK OF NE SANDY BLVD,17-33086,Property,Sumner,1,2/2/17,2/1/17,1645,Larceny Offenses,1,Theft From Building,45.5527,-122.578,7669791,694433,2/2/17,2/1/17
2000 BLOCK OF SW BROADWAY,17-902483,Property,Downtown,1,2/2/17,2/1/17,650,Larceny Offenses,1,Theft From Motor Vehicle,45.5091,-122.685,7641977,679263,2/2/17,2/1/17
2200 BLOCK OF N FLINT AVE,17-33224,Property,Eliot,1,2/2/17,2/1/17,1931,Larceny Offenses,1,Theft From Motor Vehicle,45.5392,-122.669,7646471,690143,2/2/17,2/1/17
400 BLOCK OF N DIXON ST,17-902972,Property,Eliot,1,2/2/17,2/1/17,2145,Larceny Offenses,1,Theft From Motor Vehicle,45.5349,-122.671,7645902,688594,2/2/17,2/1/17
900 BLOCK OF SW 21ST AVE,17-901464,Property,Goose Hollow,1,2/2/17,2/1/17,400,Larceny Offenses,1,Theft From Motor Vehicle,45.5213,-122.694,7639759,683775,2/2/17,2/1/17
800 BLOCK OF N TOMAHAWK ISLAND DR,17-32534,Property,Hayden Island,1,2/2/17,2/1/17,1,Larceny Offenses,1,Theft From Motor Vehicle,45.6101,-122.676,7645338,716043,2/2/17,2/1/17
0 BLOCK OF NE 148TH AVE,17-33238,Property,Hazelwood,1,2/2/17,2/1/17,1900,Larceny Offenses,1,Theft From Motor Vehicle,45.5228,-122.511,7686812,683127,2/2/17,2/1/17
4200 BLOCK OF SE OAK CT,17-901439,Property,Laurelhurst,1,2/2/17,2/1/17,630,Larceny Offenses,1,Theft From Motor Vehicle,45.5198,-122.619,7659097,682712,2/2/17,2/1/17
3900 BLOCK OF SE 97TH AVE,17-901448,Property,Lents,1,2/2/17,2/1/17,1225,Larceny Offenses,1,Theft From Motor Vehicle,45.4934,-122.564,7672871,672737,2/2/17,2/1/17
7000 BLOCK OF SE 92ND AVE,17-901531,Property,Lents,1,2/2/17,2/1/17,530,Larceny Offenses,1,Theft From Motor Vehicle,45.4717,-122.569,7671511,664846,2/2/17,2/1/17
NE 6TH AVE / NE PACIFIC ST,17-32506,Property,Lloyd,1,2/2/17,2/1/17,700,Larceny Offenses,1,Theft From Motor Vehicle,45.5293,-122.66,7648713,686475,2/2/17,2/1/17
3400 BLOCK OF NW INDUSTRIAL ST,17-33099,Property,Northwest Industrial,1,2/2/17,2/1/17,1739,Larceny Offenses,1,Theft From Motor Vehicle,45.5412,-122.718,7633811,691214,2/2/17,2/1/17
1400 BLOCK OF NW EVERETT ST,17-901421,Property,Pearl,1,2/2/17,2/1/17,515,Larceny Offenses,1,Theft From Motor Vehicle,45.5251,-122.686,7641986,685105,2/2/17,2/1/17
NW 15TH AVE / NW EVERETT ST,17-33292,Property,Pearl,1,2/2/17,2/1/17,1830,Larceny Offenses,1,Theft From Motor Vehicle,45.525,-122.686,7641856,685090,2/2/17,2/1/17
3000 BLOCK OF NE 60TH AVE,17-901465,Property,Rose City Park,1,2/2/17,2/1/17,1925,Larceny Offenses,1,Theft From Motor Vehicle,45.545,-122.601,7663783,691776,2/2/17,2/1/17
7100 BLOCK OF N COLUMBIA WAY,17-32746,Property,St Johns,1,2/2/17,2/1/17,300,Larceny Offenses,1,Theft From Motor Vehicle,45.5915,-122.738,7629330,709680,2/2/17,2/1/17
7100 BLOCK OF N COLUMBIA WAY,17-901440,Property,St Johns,1,2/2/17,2/1/17,300,Larceny Offenses,1,Theft From Motor Vehicle,45.5915,-122.738,7629330,709680,2/2/17,2/1/17
7100 BLOCK OF N COLUMBIA WAY,17-901440,Property,St Johns,1,2/2/17,2/1/17,300,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories,45.5915,-122.738,7629330,709680,2/2/17,2/1/17
5400 BLOCK OF SE WOODSTOCK BLVD,17-32750,Property,Woodstock,1,2/2/17,2/1/17,1150,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories,45.4792,-122.607,7661713,667853,2/2/17,2/1/17
12300 BLOCK OF NE SANDY BLVD,17-33276,Property,Argay,1,2/2/17,2/1/17,1920,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5568,-122.536,7680770,695670,2/2/17,2/1/17
7300 BLOCK OF SE CLAYBOURNE ST,17-32492,Property,Brentwood-Darlington,1,2/2/17,2/1/17,100,Motor Vehicle Theft,1,Motor Vehicle Theft,45.4751,-122.588,7666542,666244,2/2/17,2/1/17
NE MORRIS ST / NE MARTIN LUTHER KING JR BLVD,17-33277,Property,Eliot,1,2/2/17,2/1/17,1200,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5446,-122.662,7648359,692065,2/2/17,2/1/17
8100 BLOCK OF SE FOSTER RD,17-33208,Property,Foster-Powell,1,2/2/17,2/1/17,1830,Motor Vehicle Theft,1,Motor Vehicle Theft,45.4832,-122.58,7668727,669122,2/2/17,2/1/17
10100 BLOCK OF SE REEDWAY ST,17-33346,Property,Lents,1,2/2/17,2/1/17,2100,Motor Vehicle Theft,1,Motor Vehicle Theft,45.4811,-122.559,7674031,668238,2/2/17,2/1/17
4400 BLOCK OF SE 82ND AVE,17-32625,Property,Lents,1,2/2/17,2/1/17,935,Motor Vehicle Theft,1,Motor Vehicle Theft,45.4905,-122.579,7669076,671777,2/2/17,2/1/17
1200 BLOCK OF LLOYD CENTER,17-33312,Property,Lloyd,1,2/2/17,2/1/17,1800,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5323,-122.655,7650062,687508,2/2/17,2/1/17
0 BLOCK OF SE 53RD AVE,17-32579,Property,Mt Tabor,1,2/2/17,2/1/17,1,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5225,-122.609,7661678,683653,2/2/17,2/1/17
11200 BLOCK OF NE HOLMAN ST,17-33207,Property,Parkrose,1,2/2/17,2/1/17,1830,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5681,-122.547,7677951,699868,2/2/17,2/1/17
11900 BLOCK OF SE HAROLD ST,17-33252,Property,Powellhurst-Gilbert,1,2/2/17,2/1/17,1954,Motor Vehicle Theft,1,Motor Vehicle Theft,45.4831,-122.54,7678815,668824,2/2/17,2/1/17
5000 BLOCK OF SE 30TH AVE,17-32606,Property,Reed,1,2/2/17,2/1/17,100,Motor Vehicle Theft,1,Motor Vehicle Theft,45.4867,-122.634,7654771,670782,2/2/17,2/1/17
3000 BLOCK OF NE 60TH AVE,17-33353,Property,Rose City Park,1,2/2/17,2/1/17,1930,Motor Vehicle Theft,1,Motor Vehicle Theft,45.545,-122.602,7663751,691777,2/2/17,2/1/17
5200 BLOCK OF NE SACRAMENTO ST,17-33331,Property,Rose City Park,1,2/2/17,2/1/17,1230,Motor Vehicle Theft,1,Motor Vehicle Theft,45.54,-122.609,7661676,690017,2/2/17,2/1/17
7100 BLOCK OF N COLUMBIA WAY,17-901440,Property,St Johns,1,2/2/17,2/1/17,300,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5915,-122.738,7629330,709680,2/2/17,2/1/17
17100 BLOCK OF SE POWELL BLVD,17-33117,Property,Centennial,1,2/2/17,2/1/17,1743,Robbery,1,Robbery,45.4927,-122.487,7692695,671978,2/2/17,2/1/17
900 BLOCK OF SW 6TH AVE,17-33005,Property,Downtown,1,2/2/17,2/1/17,1555,Robbery,1,Robbery,45.5174,-122.679,7643525,682262,2/2/17,2/1/17
3900 BLOCK OF NE 134TH AVE,17-32768,Property,Argay,1,2/2/17,2/1/17,200,Vandalism,1,Vandalism,45.551,-122.525,7683297,693480,2/2/17,2/1/17
7000 BLOCK OF N MOHAWK AVE,17-32628,Property,Cathedral Park,1,2/2/17,2/1/17,942,Vandalism,1,Vandalism,45.5862,-122.751,7625965,707826,2/2/17,2/1/17
8500 BLOCK OF NE BROADWAY,17-901437,Property,Madison South,1,2/2/17,2/1/17,325,Vandalism,1,Vandalism,45.535,-122.575,7670459,687978,2/2/17,2/1/17
6100 BLOCK OF SE SHERMAN ST,17-901431,Property,Mt Tabor,1,2/2/17,2/1/17,5,Vandalism,1,Vandalism,45.5067,-122.6,7663722,677843,2/2/17,2/1/17
2600 BLOCK OF NW RALEIGH ST,17-901419,Property,Northwest,1,2/2/17,2/1/17,805,Vandalism,1,Vandalism,45.534,-122.706,7636946,688490,2/2/17,2/1/17
0 BLOCK OF SW PORTER ST,17-33395,Property,South Portland,1,2/2/17,2/1/17,2300,Vandalism,1,Vandalism,45.5015,-122.678,7643642,676464,2/2/17,2/1/17
6700 BLOCK OF SE DUKE ST,17-32651,Society,Brentwood-Darlington,1,2/2/17,2/1/17,956,Drug/Narcotic Offenses,1,Drug/Narcotic Violations,45.4758,-122.594,7665095,666527,2/2/17,2/1/17
SE GRAND AVE / SE TAYLOR ST,17-32801,Society,Buckman West,1,2/2/17,2/1/17,1253,Drug/Narcotic Offenses,1,Drug/Narcotic Violations,45.5151,-122.661,7648291,681294,2/2/17,2/1/17
NW 19TH AVE / NW SAVIER ST,17-33237,Society,Northwest,1,2/2/17,2/1/17,2011,Drug/Narcotic Offenses,1,Drug/Narcotic Violations,45.5349,-122.691,7640822,688731,2/2/17,2/1/17
NW 1ST AVE / W BURNSIDE ST,17-33408,Society,Old Town/Chinatown,1,2/2/17,2/1/17,2313,Drug/Narcotic Offenses,1,Drug/Narcotic Violations,45.5231,-122.671,7645660,684293,2/2/17,2/1/17
7200 BLOCK OF NE SANDY BLVD,17-33125,Society,Roseway,1,2/2/17,2/1/17,1730,Drug/Narcotic Offenses,1,Drug/Narcotic Violations,45.5485,-122.588,7667160,692986,2/2/17,2/1/17
6200 BLOCK OF NE 78TH CT,17-33171,Society,Cully,1,2/2/17,2/1/17,1906,Prostitution Offenses,1,Prostitution,45.5689,-122.582,7669070,700375,2/2/17,2/1/17
6200 BLOCK OF NE 78TH CT,17-33197,Society,Cully,1,2/2/17,2/1/17,1914,Prostitution Offenses,1,Prostitution,45.5689,-122.582,7669070,700375,2/2/17,2/1/17
6200 BLOCK OF NE 78TH CT,17-33221,Society,Cully,1,2/2/17,2/1/17,1938,Prostitution Offenses,1,Prostitution,45.5689,-122.582,7669070,700375,2/2/17,2/1/17
6200 BLOCK OF NE 78TH CT,17-33239,Society,Cully,1,2/2/17,2/1/17,2021,Prostitution Offenses,1,Prostitution,45.5689,-122.582,7669070,700375,2/2/17,2/1/17
6200 BLOCK OF NE 78TH CT,17-33281,Society,Cully,1,2/2/17,2/1/17,2123,Prostitution Offenses,1,Prostitution,45.5689,-122.582,7669070,700375,2/2/17,2/1/17
6200 BLOCK OF NE 78TH CT,17-33317,Society,Cully,1,2/2/17,2/1/17,2126,Prostitution Offenses,1,Prostitution,45.5689,-122.582,7669070,700375,2/2/17,2/1/17
6200 BLOCK OF NE 78TH CT,17-33326,Society,Cully,1,2/2/17,2/1/17,2136,Prostitution Offenses,1,Prostitution,45.5689,-122.582,7669070,700375,2/2/17,2/1/17
6200 BLOCK OF NE 78TH CT,17-33339,Society,Cully,1,2/2/17,2/1/17,2221,Prostitution Offenses,1,Prostitution,45.5689,-122.582,7669070,700375,2/2/17,2/1/17
6200 BLOCK OF NE 78TH CT,17-33379,Society,Cully,1,2/2/17,2/1/17,2242,Prostitution Offenses,1,Prostitution,45.5689,-122.582,7669070,700375,2/2/17,2/1/17
6200 BLOCK OF NE 78TH CT,17-33412,Society,Cully,1,2/2/17,2/1/17,2323,Prostitution Offenses,1,Prostitution,45.5689,-122.582,7669070,700375,2/2/17,2/1/17
6200 BLOCK OF NE 82ND AVE,17-33220,Society,NULL,1,2/2/17,2/1/17,1930,Prostitution Offenses,1,Prostitution,45.565,-122.578,7670041,698932,2/2/17,2/1/17
SE STARK ST / SE 122ND AVE,17-32843,Society,Hazelwood,1,2/2/17,2/1/17,1326,Weapon Law Violations,1,Weapons Law Violations,45.519,-122.538,7679840,681909,2/2/17,2/1/17
