Address,Case Number,Crime Against,Neighborhood,Number of Records,Occur Date,Occur Month Year,Occur Time,Offense Category,Offense Count,Offense Type,Open Data Lat,Open Data Lon,Open Data X,Open Data Y,Report Date,Report Month Year
12200 BLOCK OF E BURNSIDE ST,17-900523,Property,Hazelwood,1,1/13/17,1/1/17,1830,Larceny Offenses,1,Theft From Motor Vehicle,45.5224,-122.537,7680037,683122,1/14/17,1/1/17
10100 BLOCK OF SE WASHINGTON ST,17-900934,Property,Hazelwood,1,1/13/17,1/1/17,1700,Larceny Offenses,1,Theft From Motor Vehicle,45.5183,-122.559,7674423,681781,1/14/17,1/1/17
2000 BLOCK OF NW HOYT ST,17-900554,Property,Northwest,1,1/13/17,1/1/17,2300,Larceny Offenses,1,Theft From Motor Vehicle,45.5271,-122.693,7640037,685888,1/14/17,1/1/17
3800 BLOCK OF NE 81ST AVE,17-900539,Property,Roseway,1,1/13/17,1/1/17,1700,Larceny Offenses,1,Theft From Motor Vehicle,45.5507,-122.58,7669408,693712,1/14/17,1/1/17
7900 BLOCK OF N IVANHOE ST,17-13768,Property,Cathedral Park,1,1/13/17,1/1/17,1900,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories,45.5876,-122.749,7626347,708337,1/14/17,1/1/17
9900 BLOCK OF NE CASCADES PKWY,17-13831,Property,NULL,1,1/13/17,1/1/17,800,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5738,-122.56,7674570,702019,1/14/17,1/1/17
200 BLOCK OF SE CESAR E CHAVEZ BLVD,17-900555,Property,Laurelhurst,1,1/13/17,1/1/17,2015,Vandalism,1,Vandalism,45.5213,-122.623,7658035,683317,1/14/17,1/1/17
1500 BLOCK OF SE NEHALEM ST,17-13461,Property,Sellwood-Moreland,1,1/13/17,1/1/17,2200,Vandalism,1,Vandalism,45.4657,-122.65,7650565,663221,1/14/17,1/1/17
NULL,17-X4753308,Person,Mill Park,1,1/14/17,1/1/17,1100,Assault Offenses,1,Aggravated Assault,NULL,NULL,NULL,NULL,1/14/17,1/1/17
12500 BLOCK OF SE POWELL BLVD,17-13164,Person,Powellhurst-Gilbert,1,1/14/17,1/1/17,101,Assault Offenses,1,Aggravated Assault,45.4972,-122.534,7680526,673947,1/14/17,1/1/17
2100 BLOCK OF NE BROADWAY,17-13675,Person,Sullivan's Gulch,1,1/14/17,1/1/17,1440,Assault Offenses,1,Aggravated Assault,45.535,-122.644,7652802,688427,1/14/17,1/1/17
NULL,17-X4753213,Person,West Portland Park,1,1/14/17,1/1/17,113,Assault Offenses,1,Aggravated Assault,NULL,NULL,NULL,NULL,1/14/17,1/1/17
NULL,17-X4753150,Person,Kenton,1,1/14/17,1/1/17,110,Assault Offenses,1,Intimidation,NULL,NULL,NULL,NULL,1/14/17,1/1/17
NULL,17-X4753290,Person,Lents,1,1/14/17,1/1/17,1210,Assault Offenses,1,Intimidation,NULL,NULL,NULL,NULL,1/14/17,1/1/17
NULL,17-X4753216,Person,Mill Park,1,1/14/17,1/1/17,945,Assault Offenses,1,Intimidation,NULL,NULL,NULL,NULL,1/14/17,1/1/17
NULL,17-X4753291,Person,Brentwood-Darlington,1,1/14/17,1/1/17,1130,Assault Offenses,1,Simple Assault,NULL,NULL,NULL,NULL,1/14/17,1/1/17
NULL,17-X4753323,Person,Eliot,1,1/14/17,1/1/17,1309,Assault Offenses,1,Simple Assault,NULL,NULL,NULL,NULL,1/14/17,1/1/17
NULL,17-X4753575,Person,Hazelwood,1,1/14/17,1/1/17,200,Assault Offenses,1,Simple Assault,NULL,NULL,NULL,NULL,1/14/17,1/1/17
9000 BLOCK OF SE FOSTER RD,17-13485,Person,Lents,1,1/14/17,1/1/17,1105,Assault Offenses,1,Simple Assault,45.4803,-122.57,7671136,668006,1/14/17,1/1/17
NULL,17-X4753079,Person,Mill Park,1,1/14/17,1/1/17,1,Assault Offenses,1,Simple Assault,NULL,NULL,NULL,NULL,1/14/17,1/1/17
NULL,17-X4753178,Person,Montavilla,1,1/14/17,1/1/17,237,Assault Offenses,1,Simple Assault,NULL,NULL,NULL,NULL,1/14/17,1/1/17
NULL,17-X4753222,Person,Sellwood-Moreland,1,1/14/17,1/1/17,210,Assault Offenses,1,Simple Assault,NULL,NULL,NULL,NULL,1/14/17,1/1/17
NULL,17-X4753291,Person,Brentwood-Darlington,1,1/14/17,1/1/17,1130,Kidnapping/Abduction,1,Kidnapping/Abduction,NULL,NULL,NULL,NULL,1/14/17,1/1/17
300 BLOCK OF NE 16TH AVE,17-13696,Property,Kerns,1,1/14/17,1/1/17,715,Burglary,1,Burglary,45.5254,-122.65,7651245,684983,1/14/17,1/1/17
7800 BLOCK OF SE SALMON ST,17-14019,Property,Montavilla,1,1/14/17,1/1/17,1430,Burglary,1,Burglary,45.5145,-122.583,7668262,680557,1/14/17,1/1/17
6000 BLOCK OF NE STANTON ST,17-14042,Property,Rose City Park,1,1/14/17,1/1/17,2209,Burglary,1,Burglary,45.5437,-122.601,7663835,691331,1/14/17,1/1/17
8200 BLOCK OF SE MCLOUGHLIN BLVD,17-14297,Property,Sellwood-Moreland,1,1/14/17,1/1/17,541,Burglary,1,Burglary,45.4632,-122.639,7653441,662245,1/14/17,1/1/17
15000 BLOCK OF SE POWELL BLVD,17-13833,Property,Centennial,1,1/14/17,1/1/17,1753,Counterfeiting/Forgery,1,Counterfeiting/Forgery,45.4976,-122.509,7687146,673896,1/14/17,1/1/17
5400 BLOCK OF SE 82ND AVE,17-13784,Property,Lents,1,1/14/17,1/1/17,1715,Fraud Offenses,1,False Pretenses/Swindle/Confidence Game,45.4832,-122.579,7668973,669109,1/14/17,1/1/17
1800 BLOCK OF NW VAUGHN ST,17-900561,Property,Northwest,1,1/14/17,1/1/17,1650,Fraud Offenses,1,False Pretenses/Swindle/Confidence Game,45.5371,-122.69,7640942,689525,1/14/17,1/1/17
4900 BLOCK OF NE 38TH AVE,17-900569,Property,Concordia,1,1/14/17,1/1/17,1611,Fraud Offenses,1,Identity Theft,45.5586,-122.625,7657989,696912,1/14/17,1/1/17
400 BLOCK OF NE GOING ST,17-900562,Property,King,1,1/14/17,1/1/17,1445,Larceny Offenses,1,All Other Larceny,45.5564,-122.661,7648623,696340,1/14/17,1/1/17
7000 BLOCK OF SE CARLTON ST,17-13528,Property,Mt Scott-Arleta,1,1/14/17,1/1/17,800,Larceny Offenses,1,All Other Larceny,45.4783,-122.591,7665870,667407,1/14/17,1/1/17
NULL,17-X4753291,Property,Brentwood-Darlington,1,1/14/17,1/1/17,1130,Larceny Offenses,1,Pocket-Picking,NULL,NULL,NULL,NULL,1/14/17,1/1/17
SE DIVISION ST / SE 139TH AVE,17-13839,Property,Powellhurst-Gilbert,1,1/14/17,1/1/17,1802,Larceny Offenses,1,Purse-Snatching,45.5041,-122.521,7684015,676358,1/14/17,1/1/17
600 BLOCK OF SW 5TH AVE,17-13902,Property,Downtown,1,1/14/17,1/1/17,1912,Larceny Offenses,1,Shoplifting,45.5191,-122.677,7644083,682878,1/14/17,1/1/17
1500 BLOCK OF N TOMAHAWK ISLAND DR,17-13924,Property,Hayden Island,1,1/14/17,1/1/17,1900,Larceny Offenses,1,Shoplifting,45.6124,-122.683,7643472,716920,1/14/17,1/1/17
10000 BLOCK OF NE HALSEY ST,17-14010,Property,Hazelwood,1,1/14/17,1/1/17,2135,Larceny Offenses,1,Shoplifting,45.5335,-122.56,7674179,687330,1/14/17,1/1/17
12300 BLOCK OF NE HALSEY ST,17-13620,Property,Russell,1,1/14/17,1/1/17,1340,Larceny Offenses,1,Shoplifting,45.5336,-122.536,7680380,687215,1/14/17,1/1/17
1900 BLOCK OF NE 122ND AVE,17-13830,Property,Russell,1,1/14/17,1/1/17,1748,Larceny Offenses,1,Shoplifting,45.5368,-122.538,7680060,688376,1/14/17,1/1/17
8200 BLOCK OF NE SANDY BLVD,17-13573,Property,Sumner,1,1/14/17,1/1/17,1245,Larceny Offenses,1,Shoplifting,45.5527,-122.578,7669791,694433,1/14/17,1/1/17
1400 BLOCK OF SW MORRISON ST,17-900564,Property,Goose Hollow,1,1/14/17,1/1/17,1515,Larceny Offenses,1,Theft From Building,45.5212,-122.687,7641702,683697,1/14/17,1/1/17
300 BLOCK OF SE 105TH AVE,17-13494,Property,Hazelwood,1,1/14/17,1/1/17,730,Larceny Offenses,1,Theft From Building,45.5201,-122.556,7675305,682398,1/14/17,1/1/17
500 BLOCK OF NE GRAND AVE,17-13661,Property,Lloyd,1,1/14/17,1/1/17,1145,Larceny Offenses,1,Theft From Building,45.5269,-122.661,7648409,685601,1/14/17,1/1/17
1500 BLOCK OF SE 122ND AVE,17-13534,Property,Mill Park,1,1/14/17,1/1/17,1100,Larceny Offenses,1,Theft From Building,45.5123,-122.538,7679818,679450,1/14/17,1/1/17
2400 BLOCK OF SW 4TH AVE,17-13210,Property,South Portland,1,1/14/17,1/1/17,200,Larceny Offenses,1,Theft From Building,45.5055,-122.682,7642732,677944,1/14/17,1/1/17
4300 BLOCK OF SE 73RD AVE,17-900557,Property,Foster-Powell,1,1/14/17,1/1/17,1635,Larceny Offenses,1,Theft From Motor Vehicle,45.4913,-122.588,7666688,672141,1/14/17,1/1/17
5900 BLOCK OF SE CENTER ST,17-900544,Property,Foster-Powell,1,1/14/17,1/1/17,100,Larceny Offenses,1,Theft From Motor Vehicle,45.4939,-122.602,7663097,673191,1/14/17,1/1/17
2300 BLOCK OF N SCHOFIELD ST,17-900548,Property,Kenton,1,1/14/17,1/1/17,0,Larceny Offenses,1,Theft From Motor Vehicle,45.5817,-122.69,7641379,705788,1/14/17,1/1/17
1400 BLOCK OF NE 3RD AVE,17-900571,Property,Lloyd,1,1/14/17,1/1/17,1930,Larceny Offenses,1,Theft From Motor Vehicle,45.5333,-122.663,7647994,687942,1/14/17,1/1/17
2800 BLOCK OF NW THURMAN ST,17-900546,Property,Northwest,1,1/14/17,1/1/17,1415,Larceny Offenses,1,Theft From Motor Vehicle,45.5352,-122.71,7635902,688982,1/14/17,1/1/17
7200 BLOCK OF SE 154TH AVE,17-900570,Property,Pleasant Valley,1,1/14/17,1/1/17,1300,Larceny Offenses,1,Theft From Motor Vehicle,45.4706,-122.505,7687863,664061,1/14/17,1/1/17
3000 BLOCK OF SE HOLGATE BLVD,17-900549,Property,Reed,1,1/14/17,1/1/17,1500,Larceny Offenses,1,Theft From Motor Vehicle,45.4905,-122.634,7654914,672141,1/14/17,1/1/17
4900 BLOCK OF SE FRANKLIN ST,17-900538,Property,Richmond,1,1/14/17,1/1/17,130,Larceny Offenses,1,Theft From Motor Vehicle,45.4989,-122.612,7660641,675053,1/14/17,1/1/17
12500 BLOCK OF NE KNOTT ST,17-900543,Property,Russell,1,1/14/17,1/1/17,0,Larceny Offenses,1,Theft From Motor Vehicle,45.5421,-122.534,7681076,690280,1/14/17,1/1/17
8400 BLOCK OF NE COLUMBIA BLVD,17-13342,Property,Sumner,1,1/14/17,1/1/17,0,Larceny Offenses,1,Theft From Motor Vehicle,45.5644,-122.576,7670537,698691,1/14/17,1/1/17
16900 BLOCK OF SE DIVISION ST,17-14085,Property,Centennial,1,1/14/17,1/1/17,2230,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5045,-122.489,7692196,676319,1/14/17,1/1/17
15100 BLOCK OF SE YAMHILL ST,17-13396,Property,Centennial,1,1/14/17,1/1/17,840,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5159,-122.508,7687530,680590,1/14/17,1/1/17
2800 BLOCK OF N GANTENBEIN AVE,17-13846,Property,Eliot,1,1/14/17,1/1/17,840,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5431,-122.67,7646324,691561,1/14/17,1/1/17
14000 BLOCK OF SE STARK ST,17-13891,Property,Hazelwood,1,1/14/17,1/1/17,1901,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5192,-122.519,7684671,681835,1/14/17,1/1/17
9800 BLOCK OF SE WASHINGTON ST,17-14005,Property,Hazelwood,1,1/14/17,1/1/17,2125,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5183,-122.562,7673675,681795,1/14/17,1/1/17
4400 BLOCK OF NE BROADWAY,17-13721,Property,Hollywood,1,1/14/17,1/1/17,1430,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5351,-122.617,7659586,688288,1/14/17,1/1/17
1100 BLOCK OF SE SHERMAN ST,17-13511,Property,Hosford-Abernethy,1,1/14/17,1/1/17,1133,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5065,-122.654,7649882,678106,1/14/17,1/1/17
5600 BLOCK OF N COMMERCIAL AVE,17-13706,Property,Humboldt,1,1/14/17,1/1/17,1520,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5636,-122.671,7646059,699048,1/14/17,1/1/17
4000 BLOCK OF SE 82ND AVE,17-13889,Property,Lents,1,1/14/17,1/1/17,1330,Motor Vehicle Theft,1,Motor Vehicle Theft,45.4931,-122.579,7669110,672726,1/14/17,1/1/17
600 BLOCK OF SE 122ND AVE,17-13939,Property,Mill Park,1,1/14/17,1/1/17,1958,Motor Vehicle Theft,1,Motor Vehicle Theft,45.518,-122.538,7679850,681531,1/14/17,1/1/17
8400 BLOCK OF NE COLUMBIA BLVD,17-13342,Property,Sumner,1,1/14/17,1/1/17,0,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5644,-122.576,7670537,698691,1/14/17,1/1/17
NE 122ND AVE / E BURNSIDE ST,17-13533,Property,Hazelwood,1,1/14/17,1/1/17,1200,Robbery,1,Robbery,45.5226,-122.538,7679877,683208,1/14/17,1/1/17
3300 BLOCK OF SW MULTNOMAH BLVD,17-13950,Property,Multnomah,1,1/14/17,1/1/17,2025,Robbery,1,Robbery,45.4669,-122.711,7634906,664089,1/14/17,1/1/17
1300 BLOCK OF SE ANKENY ST,17-13218,Property,Buckman East,1,1/14/17,1/1/17,245,Vandalism,1,Vandalism,45.5221,-122.652,7650580,683807,1/14/17,1/1/17
600 BLOCK OF SE MORRISON ST,17-900568,Property,Buckman West,1,1/14/17,1/1/17,200,Vandalism,1,Vandalism,45.5173,-122.659,7648711,682077,1/14/17,1/1/17
4100 BLOCK OF SE POWELL BLVD,17-13682,Property,Creston-Kenilworth,1,1/14/17,1/1/17,1448,Vandalism,1,Vandalism,45.4975,-122.619,7658736,674594,1/14/17,1/1/17
4800 BLOCK OF NE PORTLAND HWY,17-900542,Property,Cully,1,1/14/17,1/1/17,900,Vandalism,1,Vandalism,45.569,-122.612,7661233,700604,1/14/17,1/1/17
1800 BLOCK OF SE LADD AVE,17-900537,Property,Hosford-Abernethy,1,1/14/17,1/1/17,755,Vandalism,1,Vandalism,45.5098,-122.651,7650794,679297,1/14/17,1/1/17
100 BLOCK OF NE JESSUP ST,17-13750,Property,King,1,1/14/17,1/1/17,1620,Vandalism,1,Vandalism,45.5638,-122.664,7647948,699081,1/14/17,1/1/17
1500 BLOCK OF SE 122ND AVE,17-13534,Property,Mill Park,1,1/14/17,1/1/17,1100,Vandalism,1,Vandalism,45.5123,-122.538,7679818,679450,1/14/17,1/1/17
7300 BLOCK OF SE MITCHELL CT,17-14111,Property,Mt Scott-Arleta,1,1/14/17,1/1/17,2319,Vandalism,1,Vandalism,45.4851,-122.587,7666835,669871,1/14/17,1/1/17
1400 BLOCK OF NW 14TH AVE,17-900536,Property,Pearl,1,1/14/17,1/1/17,700,Vandalism,1,Vandalism,45.5332,-122.686,7642103,688080,1/14/17,1/1/17
NULL,17-X4753302,Property,Piedmont,1,1/14/17,1/1/17,1518,Vandalism,1,Vandalism,NULL,NULL,NULL,NULL,1/14/17,1/1/17
9600 BLOCK OF SE STARK ST,17-13978,Society,Hazelwood,1,1/14/17,1/1/17,2050,Drug/Narcotic Offenses,1,Drug/Narcotic Violations,45.5191,-122.564,7673115,682104,1/14/17,1/1/17
6800 BLOCK OF NE GOING ST,17-13250,Society,Cully,1,1/14/17,1/1/17,413,Weapon Law Violations,1,Weapons Law Violations,45.5568,-122.593,7666056,696026,1/14/17,1/1/17
2100 BLOCK OF NE BROADWAY,17-13675,Society,Sullivan's Gulch,1,1/14/17,1/1/17,1440,Weapon Law Violations,1,Weapons Law Violations,45.535,-122.644,7652802,688427,1/14/17,1/1/17
10300 BLOCK OF NE OREGON ST,17-14366,Property,Hazelwood,1,1/6/17,1/1/17,920,Motor Vehicle Theft,1,Motor Vehicle Theft,45.528,-122.557,7675088,685316,1/15/17,1/1/17
3600 BLOCK OF SW SPRING GARDEN CT,17-900579,Property,Multnomah,1,1/9/17,1/1/17,900,Fraud Offenses,1,Identity Theft,45.4626,-122.715,7633890,662523,1/15/17,1/1/17
1900 BLOCK OF NE 122ND AVE,17-14562,Property,Russell,1,1/9/17,1/1/17,1,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories,45.5368,-122.538,7680060,688376,1/15/17,1/1/17
4900 BLOCK OF NE 105TH AVE,17-14750,Property,Parkrose,1,1/10/17,1/1/17,1730,Motor Vehicle Theft,2,Motor Vehicle Theft,45.5593,-122.555,7675857,696701,1/15/17,1/1/17
6800 BLOCK OF SE 144TH AVE,17-900595,Property,Pleasant Valley,1,1/11/17,1/1/17,1920,Larceny Offenses,1,Theft From Motor Vehicle,45.4733,-122.515,7685193,665086,1/15/17,1/1/17
9300 BLOCK OF SW BARBUR BLVD,17-900591,Property,Multnomah,1,1/12/17,1/1/17,1820,Larceny Offenses,1,All Other Larceny,45.4579,-122.711,7634837,660812,1/15/17,1/1/17
800 BLOCK OF N HUMBOLDT ST,17-14947,Property,Humboldt,1,1/12/17,1/1/17,2230,Larceny Offenses,1,Theft From Motor Vehicle,45.5583,-122.675,7644949,697161,1/15/17,1/1/17
3000 BLOCK OF NE 102ND AVE,17-900572,Property,Parkrose Heights,1,1/13/17,1/1/17,1000,Burglary,1,Burglary,45.5439,-122.558,7674945,691092,1/15/17,1/1/17
2000 BLOCK OF NW GLISAN ST,17-14831,Property,Northwest,1,1/13/17,1/1/17,1420,Larceny Offenses,1,Theft From Motor Vehicle,45.5263,-122.693,7640037,685596,1/15/17,1/1/17
9900 BLOCK OF NW HOGE AVE,17-14420,Property,Linnton,1,1/13/17,1/1/17,1400,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories,45.5936,-122.783,7617808,710767,1/15/17,1/1/17
SE 52ND AVE / SE HOLGATE BLVD,17-14633,Property,Creston-Kenilworth,1,1/13/17,1/1/17,130,Motor Vehicle Theft,1,Motor Vehicle Theft,45.4903,-122.609,7661319,671907,1/15/17,1/1/17
1700 BLOCK OF NW JOHNSON ST,17-900577,Property,Northwest,1,1/13/17,1/1/17,100,Vandalism,1,Vandalism,45.5286,-122.689,7641208,686407,1/15/17,1/1/17
13000 BLOCK OF SE STARK ST,17-14384,Property,Hazelwood,1,1/14/17,1/1/17,1400,Burglary,1,Burglary,45.5191,-122.529,7682071,681887,1/15/17,1/1/17
4700 BLOCK OF N LOMBARD ST,17-14305,Property,Portsmouth,1,1/14/17,1/1/17,2359,Burglary,1,Burglary,45.5802,-122.718,7634374,705408,1/15/17,1/1/17
800 BLOCK OF N SHAVER ST,17-900573,Property,Boise,1,1/14/17,1/1/17,2105,Larceny Offenses,1,All Other Larceny,45.5521,-122.675,7645073,694864,1/15/17,1/1/17
1500 BLOCK OF SE ASH ST,17-900567,Property,Buckman East,1,1/14/17,1/1/17,2320,Larceny Offenses,1,Theft From Motor Vehicle,45.5214,-122.65,7651093,683531,1/15/17,1/1/17
300 BLOCK OF NE CLACKAMAS ST,17-900578,Property,Lloyd,1,1/14/17,1/1/17,1730,Larceny Offenses,1,Theft From Motor Vehicle,45.533,-122.662,7648105,687825,1/15/17,1/1/17
NW 20TH AVE / NW FLANDERS ST,17-14407,Property,Northwest,1,1/14/17,1/1/17,2100,Larceny Offenses,1,Theft From Motor Vehicle,45.5256,-122.692,7640297,685352,1/15/17,1/1/17
8400 BLOCK OF SE 21ST AVE,17-900585,Property,Sellwood-Moreland,1,1/14/17,1/1/17,1800,Larceny Offenses,1,Theft From Motor Vehicle,45.4618,-122.643,7652324,661758,1/15/17,1/1/17
6100 BLOCK OF NE AINSWORTH ST,17-14417,Property,Cully,1,1/14/17,1/1/17,2200,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5664,-122.599,7664483,699585,1/15/17,1/1/17
SW 5TH AVE / SW MILL ST,17-14545,Property,Downtown,1,1/14/17,1/1/17,2200,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5121,-122.681,7643026,680359,1/15/17,1/1/17
600 BLOCK OF NE RANDALL AVE,17-14333,Property,Kerns,1,1/14/17,1/1/17,2300,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5275,-122.638,7654333,685673,1/15/17,1/1/17
NE 87TH AVE / NE GLISAN ST,17-14426,Property,Montavilla,1,1/14/17,1/1/17,2200,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5264,-122.574,7670696,684827,1/15/17,1/1/17
600 BLOCK OF NE 63RD AVE,17-14462,Property,North Tabor,1,1/14/17,1/1/17,1500,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5275,-122.599,7664303,685384,1/15/17,1/1/17
2300 BLOCK OF N SUMNER ST,17-14596,Property,Overlook,1,1/14/17,1/1/17,1330,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5605,-122.691,7640914,698054,1/15/17,1/1/17
10000 BLOCK OF SW BARBUR BLVD,17-14232,Property,West Portland Park,1,1/14/17,1/1/17,2015,Motor Vehicle Theft,1,Motor Vehicle Theft,45.4526,-122.724,7631585,658949,1/15/17,1/1/17
3800 BLOCK OF SE POWELL BLVD,17-900583,Property,Creston-Kenilworth,1,1/14/17,1/1/17,2030,Vandalism,1,Vandalism,45.4972,-122.623,7657734,674531,1/15/17,1/1/17
3100 BLOCK OF SW IOWA ST,17-14413,Property,Hayhurst,1,1/14/17,1/1/17,2330,Vandalism,1,Vandalism,45.4797,-122.709,7635564,668735,1/15/17,1/1/17
1000 BLOCK OF NE 2ND AVE,17-900593,Property,Lloyd,1,1/14/17,1/1/17,2158,Vandalism,1,Vandalism,45.5304,-122.664,7647702,686905,1/15/17,1/1/17
6100 BLOCK OF NE VERA ST,17-900582,Property,North Tabor,1,1/14/17,1/1/17,2000,Vandalism,1,Vandalism,45.5288,-122.6,7663918,685883,1/15/17,1/1/17
4800 BLOCK OF NE GLISAN ST,17-900575,Property,North Tabor,1,1/14/17,1/1/17,700,Vandalism,1,Vandalism,45.5266,-122.613,7660552,685155,1/15/17,1/1/17
SE WOODWARD ST / SE 8TH AVE,17-14164,Person,Hosford-Abernethy,1,1/15/17,1/1/17,29,Assault Offenses,1,Intimidation,45.5021,-122.658,7648923,676541,1/15/17,1/1/17
NULL,17-X4754116,Person,Hosford-Abernethy,1,1/15/17,1/1/17,1826,Assault Offenses,1,Intimidation,NULL,NULL,NULL,NULL,1/15/17,1/1/17
0 BLOCK OF NW 4TH AVE,17-14135,Person,Old Town/Chinatown,1,1/15/17,1/1/17,0,Assault Offenses,1,Intimidation,45.5235,-122.674,7644891,684438,1/15/17,1/1/17
NULL,17-X4753725,Person,St Johns,1,1/15/17,1/1/17,1309,Assault Offenses,1,Intimidation,NULL,NULL,NULL,NULL,1/15/17,1/1/17
3800 BLOCK OF SE HAWTHORNE BLVD,17-14368,Person,Sunnyside,1,1/15/17,1/1/17,927,Assault Offenses,1,Intimidation,45.5121,-122.624,7657625,679955,1/15/17,1/1/17
NULL,17-X4754135,Person,Buckman West,1,1/15/17,1/1/17,1540,Assault Offenses,1,Simple Assault,NULL,NULL,NULL,NULL,1/15/17,1/1/17
NULL,17-X4755812,Person,Centennial,1,1/15/17,1/1/17,1400,Assault Offenses,1,Simple Assault,NULL,NULL,NULL,NULL,1/15/17,1/1/17
1200 BLOCK OF SW CLAY ST,17-14989,Person,Downtown,1,1/15/17,1/1/17,2200,Assault Offenses,1,Simple Assault,45.5153,-122.688,7641426,681567,1/15/17,1/1/17
NULL,17-X4753677,Person,Downtown,1,1/15/17,1/1/17,700,Assault Offenses,1,Simple Assault,NULL,NULL,NULL,NULL,1/15/17,1/1/17
11300 BLOCK OF SE DIVISION ST,17-14762,Person,Mill Park,1,1/15/17,1/1/17,1740,Assault Offenses,1,Simple Assault,45.5042,-122.546,7677506,676571,1/15/17,1/1/17
9000 BLOCK OF N FOSS AVE,17-14388,Person,Portsmouth,1,1/15/17,1/1/17,930,Assault Offenses,1,Simple Assault,45.5871,-122.71,7636314,707894,1/15/17,1/1/17
NULL,17-X4753677,Person,Downtown,1,1/15/17,1/1/17,700,Kidnapping/Abduction,1,Kidnapping/Abduction,NULL,NULL,NULL,NULL,1/15/17,1/1/17
500 BLOCK OF NE 122ND AVE,17-14218,Property,Hazelwood,1,1/15/17,1/1/17,158,Burglary,1,Burglary,45.5267,-122.538,7679904,684701,1/15/17,1/1/17
0 BLOCK OF NW 3RD AVE,17-14282,Property,Old Town/Chinatown,1,1/15/17,1/1/17,440,Burglary,1,Burglary,45.5235,-122.673,7645121,684438,1/15/17,1/1/17
NULL,17-X4754056,Property,West Portland Park,1,1/15/17,1/1/17,600,Burglary,1,Burglary,NULL,NULL,NULL,NULL,1/15/17,1/1/17
2100 BLOCK OF NE ALBERTA ST,17-15011,Property,Vernon,1,1/15/17,1/1/17,2236,Counterfeiting/Forgery,1,Counterfeiting/Forgery,45.559,-122.643,7653171,697189,1/15/17,1/1/17
2700 BLOCK OF N KERBY AVE,17-14508,Property,Eliot,1,1/15/17,1/1/17,1218,Fraud Offenses,1,False Pretenses/Swindle/Confidence Game,45.5424,-122.672,7645657,691325,1/15/17,1/1/17
3000 BLOCK OF NW GREENBRIAR TER,17-900586,Property,Hillside,1,1/15/17,1/1/17,915,Fraud Offenses,1,False Pretenses/Swindle/Confidence Game,45.529,-122.713,7635036,686741,1/15/17,1/1/17
7300 BLOCK OF SE 18TH AVE,17-14925,Property,Sellwood-Moreland,1,1/15/17,1/1/17,2057,Fraud Offenses,1,False Pretenses/Swindle/Confidence Game,45.4717,-122.646,7651546,665399,1/15/17,1/1/17
800 BLOCK OF N KILLINGSWORTH ST,17-900553,Property,Humboldt,1,1/15/17,1/1/17,100,Fraud Offenses,1,Identity Theft,45.5626,-122.675,7644987,698725,1/15/17,1/1/17
6400 BLOCK OF N MARYLAND AVE,17-900587,Property,Arbor Lodge,1,1/15/17,1/1/17,1400,Larceny Offenses,1,All Other Larceny,45.5695,-122.681,7643600,701280,1/15/17,1/1/17
2700 BLOCK OF N KERBY AVE,17-14508,Property,Eliot,1,1/15/17,1/1/17,1218,Larceny Offenses,1,All Other Larceny,45.5424,-122.672,7645657,691325,1/15/17,1/1/17
4500 BLOCK OF NE 122ND AVE,17-14740,Property,Argay,1,1/15/17,1/1/17,1715,Larceny Offenses,1,Shoplifting,45.5555,-122.537,7680310,695186,1/15/17,1/1/17
17100 BLOCK OF SE POWELL BLVD,17-14537,Property,Centennial,1,1/15/17,1/1/17,1235,Larceny Offenses,1,Shoplifting,45.4927,-122.487,7692695,671978,1/15/17,1/1/17
17100 BLOCK OF SE POWELL BLVD,17-14712,Property,Centennial,1,1/15/17,1/1/17,1637,Larceny Offenses,1,Shoplifting,45.4927,-122.487,7692695,671978,1/15/17,1/1/17
10100 BLOCK OF SE WASHINGTON ST,17-14813,Property,Hazelwood,1,1/15/17,1/1/17,1820,Larceny Offenses,1,Shoplifting,45.5183,-122.559,7674423,681781,1/15/17,1/1/17
10000 BLOCK OF NE HALSEY ST,17-14619,Property,Hazelwood,1,1/15/17,1/1/17,1428,Larceny Offenses,1,Shoplifting,45.5335,-122.56,7674179,687330,1/15/17,1/1/17
